Text,Verse,Book  Chapter: Verse Number
Jorim,Levi,The Gospel According to Saint Luke 3:29
Eliezer,Matthat,The Gospel According to Saint Luke 3:29
Jorim,Jose,The Gospel According to Saint Luke 3:29
Levi,Matthat,The Gospel According to Saint Luke 3:29
Jose,Matthat,The Gospel According to Saint Luke 3:29
Eliezer,Jorim,The Gospel According to Saint Luke 3:29
Jorim,Matthat,The Gospel According to Saint Luke 3:29
Eliakim,Juda,The Gospel According to Saint Luke 3:30
Eliakim,Simeon,The Gospel According to Saint Luke 3:30
Eliakim,Joseph,The Gospel According to Saint Luke 3:30
Jonan,Simeon,The Gospel According to Saint Luke 3:30
Jonan,Juda,The Gospel According to Saint Luke 3:30
Joseph,Simeon,The Gospel According to Saint Luke 3:30
Joseph,Juda,The Gospel According to Saint Luke 3:30
Jonan,Joseph,The Gospel According to Saint Luke 3:30
Juda,Simeon,The Gospel According to Saint Luke 3:30
Eliakim,Jonan,The Gospel According to Saint Luke 3:30
David,Melea,The Gospel According to Saint Luke 3:31
Melea,Menan,The Gospel According to Saint Luke 3:31
Mattatha,Nathan,The Gospel According to Saint Luke 3:31
David,Menan,The Gospel According to Saint Luke 3:31
Mattatha,Melea,The Gospel According to Saint Luke 3:31
Melea,Nathan,The Gospel According to Saint Luke 3:31
Menan,Nathan,The Gospel According to Saint Luke 3:31
David,Nathan,The Gospel According to Saint Luke 3:31
David,Mattatha,The Gospel According to Saint Luke 3:31
Mattatha,Menan,The Gospel According to Saint Luke 3:31
Naasson,Obed,The Gospel According to Saint Luke 3:32
Booz,Jesse,The Gospel According to Saint Luke 3:32
Jesse,Naasson,The Gospel According to Saint Luke 3:32
Jesse,Salmon,The Gospel According to Saint Luke 3:32
Jesse,Obed,The Gospel According to Saint Luke 3:32
Booz,Salmon,The Gospel According to Saint Luke 3:32
Obed,Salmon,The Gospel According to Saint Luke 3:32
Booz,Obed,The Gospel According to Saint Luke 3:32
Naasson,Salmon,The Gospel According to Saint Luke 3:32
Booz,Naasson,The Gospel According to Saint Luke 3:32
Aram,Phares,The Gospel According to Saint Luke 3:33
Aminadab,Juda,The Gospel According to Saint Luke 3:33
Esrom,Phares,The Gospel According to Saint Luke 3:33
Aminadab,Aram,The Gospel According to Saint Luke 3:33
Juda,Phares,The Gospel According to Saint Luke 3:33
Aram,Juda,The Gospel According to Saint Luke 3:33
Aminadab,Esrom,The Gospel According to Saint Luke 3:33
Aram,Esrom,The Gospel According to Saint Luke 3:33
Esrom,Juda,The Gospel According to Saint Luke 3:33
Aminadab,Phares,The Gospel According to Saint Luke 3:33
Abraham,Nachor,The Gospel According to Saint Luke 3:34
Abraham,Jacob,The Gospel According to Saint Luke 3:34
Jacob,Nachor,The Gospel According to Saint Luke 3:34
Abraham,Isaac,The Gospel According to Saint Luke 3:34
Isaac,Jacob,The Gospel According to Saint Luke 3:34
Nachor,Thara,The Gospel According to Saint Luke 3:34
Isaac,Nachor,The Gospel According to Saint Luke 3:34
Jacob,Thara,The Gospel According to Saint Luke 3:34
Isaac,Thara,The Gospel According to Saint Luke 3:34
Abraham,Thara,The Gospel According to Saint Luke 3:34
Ragau,Sala,The Gospel According to Saint Luke 3:35
Phalec,Ragau,The Gospel According to Saint Luke 3:35
Phalec,Sala,The Gospel According to Saint Luke 3:35
Heber,Ragau,The Gospel According to Saint Luke 3:35
Heber,Saruch,The Gospel According to Saint Luke 3:35
Phalec,Saruch,The Gospel According to Saint Luke 3:35
Ragau,Saruch,The Gospel According to Saint Luke 3:35
Heber,Phalec,The Gospel According to Saint Luke 3:35
Sala,Saruch,The Gospel According to Saint Luke 3:35
Heber,Sala,The Gospel According to Saint Luke 3:35
Noe,Sem,The Gospel According to Saint Luke 3:36
Lamech,Noe,The Gospel According to Saint Luke 3:36
Arphaxad,Noe,The Gospel According to Saint Luke 3:36
Arphaxad,Cainan,The Gospel According to Saint Luke 3:36
Arphaxad,Lamech,The Gospel According to Saint Luke 3:36
Cainan,Lamech,The Gospel According to Saint Luke 3:36
Lamech,Sem,The Gospel According to Saint Luke 3:36
Cainan,Sem,The Gospel According to Saint Luke 3:36
Arphaxad,Sem,The Gospel According to Saint Luke 3:36
Cainan,Noe,The Gospel According to Saint Luke 3:36
Jared,Maleleel,The Gospel According to Saint Luke 3:37
Cainan,Maleleel,The Gospel According to Saint Luke 3:37
Enoch,Maleleel,The Gospel According to Saint Luke 3:37
Cainan,Jared,The Gospel According to Saint Luke 3:37
Enoch,Jared,The Gospel According to Saint Luke 3:37
Cainan,Enoch,The Gospel According to Saint Luke 3:37
Enoch,Mathusala,The Gospel According to Saint Luke 3:37
Maleleel,Mathusala,The Gospel According to Saint Luke 3:37
Jared,Mathusala,The Gospel According to Saint Luke 3:37
Cainan,Mathusala,The Gospel According to Saint Luke 3:37
Enos,God,The Gospel According to Saint Luke 3:38
Adam,God,The Gospel According to Saint Luke 3:38
Enos,Seth,The Gospel According to Saint Luke 3:38
Adam,Seth,The Gospel According to Saint Luke 3:38
God,Seth,The Gospel According to Saint Luke 3:38
Adam,Enos,The Gospel According to Saint Luke 3:38
Holy,Spirit,The Gospel According to Saint Luke 4:1
Ghost,Jesus,The Gospel According to Saint Luke 4:1
Holy,Jordan,The Gospel According to Saint Luke 4:1
Jesus,Jordan,The Gospel According to Saint Luke 4:1
Holy,Jesus,The Gospel According to Saint Luke 4:1
Ghost,Jordan,The Gospel According to Saint Luke 4:1
Jordan,Spirit,The Gospel According to Saint Luke 4:1
Ghost,Holy,The Gospel According to Saint Luke 4:1
Jesus,Spirit,The Gospel According to Saint Luke 4:1
Ghost,Spirit,The Gospel According to Saint Luke 4:1
God,Son,The Gospel According to Saint Luke 4:3
God,Jesus,The Gospel According to Saint Luke 4:4
Get,Satan,The Gospel According to Saint Luke 4:8
Get,Jesus,The Gospel According to Saint Luke 4:8
God,Satan,The Gospel According to Saint Luke 4:8
God,Jesus,The Gospel According to Saint Luke 4:8
Jesus,Satan,The Gospel According to Saint Luke 4:8
God,Thou,The Gospel According to Saint Luke 4:8
Jesus,Lord,The Gospel According to Saint Luke 4:8
Get,Lord,The Gospel According to Saint Luke 4:8
Jesus,Thou,The Gospel According to Saint Luke 4:8
Lord,Satan,The Gospel According to Saint Luke 4:8
Satan,Thou,The Gospel According to Saint Luke 4:8
Lord,Thou,The Gospel According to Saint Luke 4:8
Get,Thou,The Gospel According to Saint Luke 4:8
God,Lord,The Gospel According to Saint Luke 4:8
Get,God,The Gospel According to Saint Luke 4:8
Jerusalem,Son,The Gospel According to Saint Luke 4:9
God,Jerusalem,The Gospel According to Saint Luke 4:9
God,Son,The Gospel According to Saint Luke 4:9
God,Jesus,The Gospel According to Saint Luke 4:12
God,Thou,The Gospel According to Saint Luke 4:12
Jesus,Lord,The Gospel According to Saint Luke 4:12
Jesus,Thou,The Gospel According to Saint Luke 4:12
Lord,Thou,The Gospel According to Saint Luke 4:12
God,Lord,The Gospel According to Saint Luke 4:12
Galilee,Jesus,The Gospel According to Saint Luke 4:14
Galilee,Spirit,The Gospel According to Saint Luke 4:14
Jesus,Spirit,The Gospel According to Saint Luke 4:14
Lord,Spirit,The Gospel According to Saint Luke 4:18
Capernaum,Physician,The Gospel According to Saint Luke 4:23
Capernaum,Ye,The Gospel According to Saint Luke 4:23
Physician,Ye,The Gospel According to Saint Luke 4:23
Elias,Israel,The Gospel According to Saint Luke 4:25
Sarepta,Sidon,The Gospel According to Saint Luke 4:26
Elias,Sidon,The Gospel According to Saint Luke 4:26
Elias,Sarepta,The Gospel According to Saint Luke 4:26
Israel,Syrian,The Gospel According to Saint Luke 4:27
Eliseus,Syrian,The Gospel According to Saint Luke 4:27
Naaman,Syrian,The Gospel According to Saint Luke 4:27
Eliseus,Israel,The Gospel According to Saint Luke 4:27
Eliseus,Naaman,The Gospel According to Saint Luke 4:27
Israel,Naaman,The Gospel According to Saint Luke 4:27
Let,Nazareth,The Gospel According to Saint Luke 4:34
God,Saying,The Gospel According to Saint Luke 4:34
God,Let,The Gospel According to Saint Luke 4:34
God,Jesus,The Gospel According to Saint Luke 4:34
Jesus,Let,The Gospel According to Saint Luke 4:34
Holy,Jesus,The Gospel According to Saint Luke 4:34
Holy,Saying,The Gospel According to Saint Luke 4:34
Let,Saying,The Gospel According to Saint Luke 4:34
Jesus,Saying,The Gospel According to Saint Luke 4:34
Holy,Let,The Gospel According to Saint Luke 4:34
Holy,Nazareth,The Gospel According to Saint Luke 4:34
Nazareth,Saying,The Gospel According to Saint Luke 4:34
God,Nazareth,The Gospel According to Saint Luke 4:34
God,Holy,The Gospel According to Saint Luke 4:34
Jesus,Nazareth,The Gospel According to Saint Luke 4:34
Hold,Jesus,The Gospel According to Saint Luke 4:35
Christ,God,The Gospel According to Saint Luke 4:41
God,Son,The Gospel According to Saint Luke 4:41
God,Thou,The Gospel According to Saint Luke 4:41
Christ,Son,The Gospel According to Saint Luke 4:41
Son,Thou,The Gospel According to Saint Luke 4:41
Christ,Thou,The Gospel According to Saint Luke 4:41
Gennesaret,God,The Gospel According to Saint Luke 5:1
Launch,Simon,The Gospel According to Saint Luke 5:4
Master,Simon,The Gospel According to Saint Luke 5:5
Jesus,Peter,The Gospel According to Saint Luke 5:8
Jesus,Lord,The Gospel According to Saint Luke 5:8
Jesus,Simon,The Gospel According to Saint Luke 5:8
Depart,Jesus,The Gospel According to Saint Luke 5:8
Depart,O,The Gospel According to Saint Luke 5:8
Depart,Peter,The Gospel According to Saint Luke 5:8
O,Peter,The Gospel According to Saint Luke 5:8
Lord,Peter,The Gospel According to Saint Luke 5:8
Depart,Lord,The Gospel According to Saint Luke 5:8
Depart,Simon,The Gospel According to Saint Luke 5:8
O,Simon,The Gospel According to Saint Luke 5:8
Lord,O,The Gospel According to Saint Luke 5:8
Jesus,O,The Gospel According to Saint Luke 5:8
Lord,Simon,The Gospel According to Saint Luke 5:8
Peter,Simon,The Gospel According to Saint Luke 5:8
Fear,Jesus,The Gospel According to Saint Luke 5:10
James,Zebedee,The Gospel According to Saint Luke 5:10
James,John,The Gospel According to Saint Luke 5:10
Fear,John,The Gospel According to Saint Luke 5:10
James,Jesus,The Gospel According to Saint Luke 5:10
Simon,Zebedee,The Gospel According to Saint Luke 5:10
Jesus,Simon,The Gospel According to Saint Luke 5:10
James,Simon,The Gospel According to Saint Luke 5:10
Fear,Simon,The Gospel According to Saint Luke 5:10
Fear,James,The Gospel According to Saint Luke 5:10
John,Zebedee,The Gospel According to Saint Luke 5:10
Jesus,John,The Gospel According to Saint Luke 5:10
Jesus,Zebedee,The Gospel According to Saint Luke 5:10
Fear,Zebedee,The Gospel According to Saint Luke 5:10
John,Simon,The Gospel According to Saint Luke 5:10
Jesus,Lord,The Gospel According to Saint Luke 5:12
Galilee,Lord,The Gospel According to Saint Luke 5:17
Jerusalem,Lord,The Gospel According to Saint Luke 5:17
Galilee,Jerusalem,The Gospel According to Saint Luke 5:17
Judaea,Lord,The Gospel According to Saint Luke 5:17
Jerusalem,Judaea,The Gospel According to Saint Luke 5:17
Galilee,Judaea,The Gospel According to Saint Luke 5:17
God,Pharisees,The Gospel According to Saint Luke 5:21
Rise,Whether,The Gospel According to Saint Luke 5:23
Thy,Whether,The Gospel According to Saint Luke 5:23
Rise,Thy,The Gospel According to Saint Luke 5:23
(he,Son,The Gospel According to Saint Luke 5:24
(he,Arise,The Gospel According to Saint Luke 5:24
Arise,Son,The Gospel According to Saint Luke 5:24
Follow,Levi,The Gospel According to Saint Luke 5:27
John,Pharisees,The Gospel According to Saint Luke 5:33
Can,bridechamber,The Gospel According to Saint Luke 5:34
bridechamber,ye,The Gospel According to Saint Luke 5:34
Can,ye,The Gospel According to Saint Luke 5:34
David,Jesus,The Gospel According to Saint Luke 6:3
Lord,Son,The Gospel According to Saint Luke 6:5
James,Philip,The Gospel According to Saint Luke 6:14
Peter,Philip,The Gospel According to Saint Luke 6:14
James,Peter,The Gospel According to Saint Luke 6:14
John,Peter,The Gospel According to Saint Luke 6:14
Andrew,Simon,The Gospel According to Saint Luke 6:14
Bartholomew,James,The Gospel According to Saint Luke 6:14
James,Simon,The Gospel According to Saint Luke 6:14
Philip,Simon,The Gospel According to Saint Luke 6:14
John,Philip,The Gospel According to Saint Luke 6:14
Peter,Simon,The Gospel According to Saint Luke 6:14
Andrew,John,The Gospel According to Saint Luke 6:14
Andrew,Philip,The Gospel According to Saint Luke 6:14
James,John,The Gospel According to Saint Luke 6:14
Andrew,Bartholomew,The Gospel According to Saint Luke 6:14
Bartholomew,Simon,The Gospel According to Saint Luke 6:14
Andrew,James,The Gospel According to Saint Luke 6:14
Bartholomew,John,The Gospel According to Saint Luke 6:14
Andrew,Peter,The Gospel According to Saint Luke 6:14
Bartholomew,Philip,The Gospel According to Saint Luke 6:14
John,Simon,The Gospel According to Saint Luke 6:14
Bartholomew,Peter,The Gospel According to Saint Luke 6:14
Thomas,Zelotes,The Gospel According to Saint Luke 6:15
Simon,Thomas,The Gospel According to Saint Luke 6:15
Alphaeus,Simon,The Gospel According to Saint Luke 6:15
James,Thomas,The Gospel According to Saint Luke 6:15
Simon,Zelotes,The Gospel According to Saint Luke 6:15
James,Simon,The Gospel According to Saint Luke 6:15
Alphaeus,James,The Gospel According to Saint Luke 6:15
James,Zelotes,The Gospel According to Saint Luke 6:15
Matthew,Thomas,The Gospel According to Saint Luke 6:15
Alphaeus,Thomas,The Gospel According to Saint Luke 6:15
Matthew,Simon,The Gospel According to Saint Luke 6:15
James,Matthew,The Gospel According to Saint Luke 6:15
Matthew,Zelotes,The Gospel According to Saint Luke 6:15
Alphaeus,Zelotes,The Gospel According to Saint Luke 6:15
Alphaeus,Matthew,The Gospel According to Saint Luke 6:15
James,Judas,The Gospel According to Saint Luke 6:16
Iscariot,James,The Gospel According to Saint Luke 6:16
Iscariot,Judas,The Gospel According to Saint Luke 6:16
Sidon,Tyre,The Gospel According to Saint Luke 6:17
Jerusalem,Sidon,The Gospel According to Saint Luke 6:17
Judaea,Sidon,The Gospel According to Saint Luke 6:17
Jerusalem,Judaea,The Gospel According to Saint Luke 6:17
Judaea,Tyre,The Gospel According to Saint Luke 6:17
Jerusalem,Tyre,The Gospel According to Saint Luke 6:17
Be,Father,The Gospel According to Saint Luke 6:36
Brother,Thou,The Gospel According to Saint Luke 6:42
Jesus,Jews,The Gospel According to Saint Luke 7:3
Jesus,Lord,The Gospel According to Saint Luke 7:6
Do,Go,The Gospel According to Saint Luke 7:8
Come,Do,The Gospel According to Saint Luke 7:8
Come,Go,The Gospel According to Saint Luke 7:8
Israel,Jesus,The Gospel According to Saint Luke 7:9
Lord,Weep,The Gospel According to Saint Luke 7:13
Jesus,John,The Gospel According to Saint Luke 7:19
Art,Jesus,The Gospel According to Saint Luke 7:19
Art,John,The Gospel According to Saint Luke 7:19
Art,Baptist,The Gospel According to Saint Luke 7:20
Baptist,John,The Gospel According to Saint Luke 7:20
Art,John,The Gospel According to Saint Luke 7:20
Jesus,John,The Gospel According to Saint Luke 7:22
Go,John,The Gospel According to Saint Luke 7:22
Go,Jesus,The Gospel According to Saint Luke 7:22
A,John,The Gospel According to Saint Luke 7:24
A,Behold,The Gospel According to Saint Luke 7:25
God,John,The Gospel According to Saint Luke 7:28
Baptist,John,The Gospel According to Saint Luke 7:28
Baptist,God,The Gospel According to Saint Luke 7:28
God,John,The Gospel According to Saint Luke 7:29
God,Pharisees,The Gospel According to Saint Luke 7:30
Lord,Whereunto,The Gospel According to Saint Luke 7:31
Baptist,John,The Gospel According to Saint Luke 7:33
Behold,Son,The Gospel According to Saint Luke 7:34
Pharisee's,Pharisees,The Gospel According to Saint Luke 7:36
Jesus,Pharisee's,The Gospel According to Saint Luke 7:37
And,Pharisee's,The Gospel According to Saint Luke 7:37
And,Jesus,The Gospel According to Saint Luke 7:37
Jesus,Master,The Gospel According to Saint Luke 7:40
Jesus,Simon,The Gospel According to Saint Luke 7:40
Master,Simon,The Gospel According to Saint Luke 7:40
Seest,Simon,The Gospel According to Saint Luke 7:44
Magdalene,Mary,The Gospel According to Saint Luke 8:2
Chuza,Joanna,The Gospel According to Saint Luke 8:3
Chuza,Herod's,The Gospel According to Saint Luke 8:3
Herod's,Joanna,The Gospel According to Saint Luke 8:3
Joanna,Susanna,The Gospel According to Saint Luke 8:3
Herod's,Susanna,The Gospel According to Saint Luke 8:3
Chuza,Susanna,The Gospel According to Saint Luke 8:3
God,Unto,The Gospel According to Saint Luke 8:10
God,My,The Gospel According to Saint Luke 8:21
Gadarenes,Galilee,The Gospel According to Saint Luke 8:26
God,Jesus,The Gospel According to Saint Luke 8:28
Jesus,Son,The Gospel According to Saint Luke 8:28
God,Son,The Gospel According to Saint Luke 8:28
Jesus,Legion,The Gospel According to Saint Luke 8:30
God,Jesus,The Gospel According to Saint Luke 8:39
And,Jairus,The Gospel According to Saint Luke 8:41
Jairus,Jesus,The Gospel According to Saint Luke 8:41
And,Jesus,The Gospel According to Saint Luke 8:41
Jesus,Who,The Gospel According to Saint Luke 8:45
Peter,Who,The Gospel According to Saint Luke 8:45
Jesus,Peter,The Gospel According to Saint Luke 8:45
Jesus,Somebody,The Gospel According to Saint Luke 8:46
Master,Thy,The Gospel According to Saint Luke 8:49
Fear,Jesus,The Gospel According to Saint Luke 8:50
James,John,The Gospel According to Saint Luke 8:51
James,Peter,The Gospel According to Saint Luke 8:51
John,Peter,The Gospel According to Saint Luke 8:51
Herod,John,The Gospel According to Saint Luke 9:9
