Verse Number, Verse Text
12.,Long-lived a hundred autumns old do I wear this varana: kingdom and rule cattle and strength this shall bestow upon me! 
13.,As the wind breaks with might the trees the lords of the forest thus do thou break my rivals those formerly bom and the latter bom! The varana shall watch over thee! 
14.,As the wind and the fire consume the trees the lords of the forest thus do thou consume my rivals those formerly bom and the latter bom! The varana shall watch over thee! 
15.,As ruined by the wind the trees lie prostrate thus do thou min and prostrate my rivals those formerly bom and the latter bom! The varana shall watch over thee! 
16.,Do thou cut off O varana before their appointed time and before old age those that aim to injure him in his cattle and threaten his sovereignty! 
17.,As the sun is resplendent as in him brilliance has been deposited thus shall the amulet of varana hold fast for me reputation and prosperity shall sprinkle me with brilliance and anoint 
1362,
1,8. As splendour is in the moon and in the sun the beholder of men thus shall the amulet of varana hold fast &amp;c. 
19.,As splendour is in the earth as in this Gatavedas (the fire) thus shall the amulet of varana hold fast &amp;c. 
20.,As splendour is in the maiden as in this appointed chariot thus shall the amulet of varana hold fast &amp;c. 
2,1. As splendour is in the soma-draught as splendour is in the honey-mixture (for guests) thus shall the amulet of varana hold fast &amp;c. 
22.,As splendour is in the agnihotra-oblation as splendour is in the call vashat thus shall the amulet of varana hold fast &amp;c. 
23.,As splendour is in the sacrificer as (splendour) has been deposited in the sacrifice thus shall the amulet of varana hold fast &amp;c. 
24.,As splendour is in Pragapati as in this Parameshthin (the lord on high) thus shall the amulet of varana hold fast &amp;c. 
25.,As immortality is in the gods as truth has been deposited in them thus shall the amulet of varana hod fast &amp;c. 
1.,The head of the hostile rival of the enemy that bates me do I cut off with might. 
2.,This amulet produced by the ploughshare will prepare an armour for me: full of stirred drink it has come to me together with sap and lustre. 
3.,If the skilful workman has injured thee with his hand or with his knife the living bright waters shall purify thee from that (so that thou shalt be) bright! 
4.,This amulet has a golden wreath bestows faith and sacrifice and might; in our house as a guest it shall dwell! 
5.,Before it (the amulet as a guest) ghee sura (liquor) honey and every kind of food we place. The amulet having gone to the gods shall as a father for his sons plan for us growing good more and more day after day! 
6.,The amulet which Brihaspati tied the ploughshare dripping with ghee the strong khadira unto strength that Agni did fasten on; that yields him ghee more and more day after day: with it those that hate me do thou slay! 
7.,This amulet which Brihaspati tied that Indra did fasten on for strength and heroism; that yields him might more and more &amp;c. 
8.,The amulet which Brihaspati tied . . . that Soma did fasten on unto perfect hearing and seeing; that verily yields him lustre more and more &amp;c. 
1363,
9.,The amulet which Brihaspat tied . . . that Surya did fasten on with that he conquered these directions of space; that yields him prosperity moreand more &amp;c. 
10.,The amulet which Brihaspati tied wearing that amulet Kandramas (the moon) conquered the golden cities of the Asuras and the Danavas; that yields him fortune more and more &amp;c. 
11.,The amulet which Brihaspat' tied for swift Vata (wind) that yields him strength more and more &amp;c. 
12.,The amulet which Brihaspati tied for swift Vata with that amulet O Asvins do ye guard this plough-land; that yields the two physicians (the Asvins) might more and more &amp;c. 
13.,The amulet which Brihaspati tied for swift Vata wearing that Savitar through it conquered this light; that yields him abundance more and more &amp;c. 
14.,The amulet which Brihaspati tied for swift Vata wearing that the waters ever run undiminished; that verily yields them ambrosia more and more &amp;c. 
15.,The amulet which Brihaspati tied for swift Vata that comforting amulet king Varuna did fasten on; that verily yields him truth more and more &amp;c. 
16.,The amulet which Brihaspati tied for swift Vata wearing that the gods did conquer all the worlds in battle; that verily yields them conquest more and more &amp;c. 
17.,The amulet which Brihaspati tied for swift Vata that comforting amulet the divinities did fasten on; that verily yields them- all more and more &amp;c. 
18.,The seasons did fasten it on; the divisions (of the year) did fasten it on. Since the year did fasten it on it guards every being. 
19.,The intermediate directions did fasten it on; the directions did fasten it on. The amulet created by Pragapati has subjected those that hate me. 
20.,The Atharvans did tie it on the descendants of the Atharvans did tie it on; with these allied the Angiras cleft the castles of the Dasyus. With it those that hate me do thou slay! 
21.,That Dhatar did fasten on: (then) he shaped the being. With it those that hate me do thou slay! 
22.,The amulet which Brihaspati tied for the gods destructive of the Asuras that has come to me together with sap and lustre. 
23.,The amulet . . . has come to me together with cows goats and sheep together with food and offspring. 
24.,The amulet . . . has come to me together with rice and barley together with might and prosperity. 
25.,The amulet has come to me with a stream of honey and ghee together with sweet drink. 
26.,The amulet has come to me together with nourishment and milk together with goods and fortune. 
27.,The amulet . . . has. come to me together with brilliance and strength together with glory and reputation. 
28.,The amulet . . . has come to me together with all 'kinds of prosperity. 
29.,This amulet the gods shall give me unto prosperity the mighty amulet that strengthens sovereignty and injures the rivals! 
1364,
30.,An (amulet) auspicious for me thou shalt fasten upon (me) together with brahma (spiritual exaltation) and brilliance! Free from rivals slaying rivals it has subjected my rivals. 
31.,This god-born amulet the sap milked from which these three worlds revere shall render me superior to him that hates me; it shall ascend upon my head unto excellence! 
32.,The amulet upon which the gods the Fathers and men ever live shall ascend upon my head unto excellence! 
